name,roaster,roaster_city,roaster_country_state,roaster_country,origin,origin_count,origin_country,review_date,est_price,rating,roast,agtron,agtron_grounds,agtron_bean,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,desc
Burundi Karehe,Boon Boona Coffee,Renton,Washington,United States,"Ngozi Province, Burundi",1,Burundi,August 2020,$20.00/12 ounces,95,Medium-Light,60/76,60,76,9.0,9.0,9.0,9.0,9.0,0.0,"Deeply sweet, richly tart, harmoniously balanced. Dried mango, dark chocolate, brown sugar, oolong tea, tangerine zest in aroma and cup. Sweet-tart structure with citrusy-bright acidity; full, round, syrupy mouthfeel. Lingeringly sweet, tropical fruit-driven finish.","This exceptional coffee was selected as the No. 12 coffee on Coffee Review’s list of the Top 30 Coffees of 2020. The coffee tied for the highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Produced by smallholding members of the Karehe Cooperative entirely of the Bourbon variety of Arabica and processed by the washed method at the SIVCA Mill. Founded in 2012 by Efrem Fesaha, Boon Boona specializes in coffees from African origins. For more information, visit www.boonboonacoffee.com.","A robust, complex, multilayered Burundi cup with lavish tropical fruit notes, deep dark chocolate, and bittersweet citrus zest impulses. Particularly juicy acidity.","Deeply sweet, richly tart, harmoniously balanced. Dried mango, dark chocolate, brown sugar, oolong tea, tangerine zest in aroma and cup. Sweet-tart structure with citrusy-bright acidity; full, round, syrupy mouthfeel. Lingeringly sweet, tropical fruit-driven finish. A robust, complex, multilayered Burundi cup with lavish tropical fruit notes, deep dark chocolate, and bittersweet citrus zest impulses. Particularly juicy acidity."
Colombia Finca El Roblar,BeanFruit Coffee Co.,Jackson,Mississippi,United States,"Suaza, Huila, Colombia",1,Colombia,August 2020,$16.50/12 ounces,94,Medium-Light,60/76,60,76,9.0,9.0,9.0,9.0,8.0,0.0,"Exceptionally high-toned, sweetly tart, chocolaty. Juicy peach, dark chocolate, caramel, pink peppercorn, fresh-cut cedar in aroma and cup. Sweet-tart structure with sparkling acidity; full, creamy mouthfeel. In the spice-toned finish sweet pink-peppercorn notes transform to something resembling Szechuan peppers, supported by dark chocolate and peach.","This coffee tied for the second-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Produced by German Peña of Finca Roblar from trees of the Caturra, Castillo and Colombia varieties of Arabica and processed by the washed method. BeanFruit Coffee Co. is an award-winning coffee roasting company located in the Jackson, Mississippi metro area that provides fresh-roasted coffee with a focus on single origins. Visit www.beanfruit.com or call 601-624-2605 for more information.","A nuanced, voluptuous Colombia cup with distinct notes of stone fruit, dark chocolate, and complex peppercorn tones: balanced, bright, juicy, deep.","Exceptionally high-toned, sweetly tart, chocolaty. Juicy peach, dark chocolate, caramel, pink peppercorn, fresh-cut cedar in aroma and cup. Sweet-tart structure with sparkling acidity; full, creamy mouthfeel. In the spice-toned finish sweet pink-peppercorn notes transform to something resembling Szechuan peppers, supported by dark chocolate and peach. A nuanced, voluptuous Colombia cup with distinct notes of stone fruit, dark chocolate, and complex peppercorn tones: balanced, bright, juicy, deep."
Limu Ethiopia Natural,BLK & Bold,Des Moines,Iowa,United States,"Jimma Zone, Oromia State, Ethiopia",1,Ethiopia,August 2020,$14.00/12 ounces,94,Light,66/85,66,85,9.0,8.0,9.0,9.0,8.0,0.0,"Cleanly fruit-toned, tropical. Passion fruit, pineapple, honey, hazelnut, a hint of fresh yogurt in aroma and cup. Tart-leaning structure with bright acidity; plush, nectar-like mouthfeel. Finish simplifies to notes of crisply sweet pineapple with hazelnut undertones.","This coffee tied for the second-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Certified fair trade. Limu (also Limmu) is a growing region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the area. Processed by the natural method (dried in the whole fruit). BLK & Bold pledges 5% of its profits to initiatives aligned to sustaining youth programming, enhancing workforce development, and eradicating youth homelessness. Visit www.blkandbold.com for more information.","A delightful fruit bomb of a coffee with an intriguing lactic acid note, perhaps due to processing: deeply sweet, richly aromatic, and compellingly original.","Cleanly fruit-toned, tropical. Passion fruit, pineapple, honey, hazelnut, a hint of fresh yogurt in aroma and cup. Tart-leaning structure with bright acidity; plush, nectar-like mouthfeel. Finish simplifies to notes of crisply sweet pineapple with hazelnut undertones. A delightful fruit bomb of a coffee with an intriguing lactic acid note, perhaps due to processing: deeply sweet, richly aromatic, and compellingly original."
Estelí Nicaragua,Dávila Kafe,Washington,D.C.,United States,"Dipilto, Nicaragua",1,Nicaragua,August 2020,$15.00/8 ounces,94,Medium-Light,60/79,60,79,9.0,9.0,9.0,9.0,8.0,0.0,"Intensely fruit- and spice-toned. Lychee, hibiscus flowers, cocoa nib, lemon verbena, a hint of cumin in aroma and cup. Sweet-savory structure with gently lively acidity; syrupy-smooth mouthfeel. The fresh, crisp finish centers around lychee, hibiscus and cocoa nib.","This exceptional coffee was selected as the No. 18 coffee on Coffee Review’s list of the Top 30 Coffees of 2020. The coffee tied for the second-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Produced by Samuel Zevala Gonzalez entirely of the big-beaned Maracaturra variety of Arabica and processed by the honey method, in which some fruit flesh (“honey”) is allowed to adhere to the beans during drying. Dávila Kafe was founded by David and Gaïna Dávila to highlight coffees from the underrepresented origins of Haiti and Nicaragua. Visit www.davilakafe.com for more information.","A big, confident Maracaturra cup from Nicaragua with nuanced savory notes underpinning richly sweet fruit and herb leanings.","Intensely fruit- and spice-toned. Lychee, hibiscus flowers, cocoa nib, lemon verbena, a hint of cumin in aroma and cup. Sweet-savory structure with gently lively acidity; syrupy-smooth mouthfeel. The fresh, crisp finish centers around lychee, hibiscus and cocoa nib. A big, confident Maracaturra cup from Nicaragua with nuanced savory notes underpinning richly sweet fruit and herb leanings."
Ethiopia Gera Estate Natural,Merge Coffee Company,Harrisonburg,Virginia,United States,"Agaro Gera, Jimma Zone, Oromia Region, Ethiopia",1,Ethiopia,August 2020,$15.99/12 ounces,94,Light,67/96,67,96,8.0,9.0,9.0,9.0,9.0,0.0,"Berry-driven, delicately sweet, caramel-toned. Strawberry, dark caramel, tangerine zest, white tea, sandalwood in aroma and cup. Crisp, high-toned structure with juicy acidity; silky, vibrant mouthfeel. Round, sweet, fruit-toned finish.","This coffee tied for the second-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Merge is a specialty coffee roaster in Harrisonburg, Virginia dedicated to ethical sourcing of high-quality coffees. Visit www.mergecoffeeco.com for more information.","Subtle aromatics build in intensity toward a juicy, elegant cup with an especially attractive berry-toned finish.","Berry-driven, delicately sweet, caramel-toned. Strawberry, dark caramel, tangerine zest, white tea, sandalwood in aroma and cup. Crisp, high-toned structure with juicy acidity; silky, vibrant mouthfeel. Round, sweet, fruit-toned finish. Subtle aromatics build in intensity toward a juicy, elegant cup with an especially attractive berry-toned finish."
Ethiopia Guji Natural,Portrait Coffee,Atlanta,Georgia,United States,"Guji Zone, Oromia Region, Southern Ethiopia",1,Ethiopia,August 2020,$18.00/12 ounces,94,Light,64/83,64,83,9.0,9.0,9.0,9.0,8.0,0.0,"Deeply sweet, rich-toned, bright and lively. Red grape, baking chocolate, marshmallow, macadamia nut, lime zest in aroma and cup. Sweet in structure with bright, balanced acidity; full, satiny-smooth mouthfeel. The cleanly fruit-toned finish is pleasantly complicated by notes of macadamia nut and lime zest.",This coffee tied for the second-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Atlanta’s Portrait Coffee was designed “to change the picture that comes to mind when folks think of specialty coffee — to include the black and brown folks who have been cropped out.” Visit www.portrait.coffee for more information.,"A friendly natural-processed Ethiopia cup with a fruit-centered character balanced by deep, creamy nut tones and lively lime zest.","Deeply sweet, rich-toned, bright and lively. Red grape, baking chocolate, marshmallow, macadamia nut, lime zest in aroma and cup. Sweet in structure with bright, balanced acidity; full, satiny-smooth mouthfeel. The cleanly fruit-toned finish is pleasantly complicated by notes of macadamia nut and lime zest. A friendly natural-processed Ethiopia cup with a fruit-centered character balanced by deep, creamy nut tones and lively lime zest."
Ka’u Classic Medium Roast,Rusty's Hawaiian,Pahala,Hawaii,United States,"Ka'u growing district, ""Big Island"" of Hawai’i",1,Hawaii,August 2020,$19.00/7 ounces,93,Medium,53/68,53,68,9.0,9.0,8.0,9.0,8.0,0.0,"Floral-toned, richly aromatic, chocolaty. Elegantly sweet structure with Meyer lemon-like acidity; full, viscous mouthfeel. Apricot, honey, lavender, baking chocolate, a hint of pipe tobacco in aroma and cup. The inviting finish leads with notes of baking chocolate and apricot, with pipe tobacco resurfacing in the long.","This coffee tied for the third-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Ka’u is an emerging Hawai’i coffee-growing district centered approximately 30 miles southeast of the famous Kona region. This 100% Ka’u coffee was developed by Lorie Obra of Rusty’s, one of Ka’u’s best-known and most celebrated farms. Produced from trees of the traditional Typica variety and processed by the washed method. Visit www.rustyshawaiian.com or call 808-928-8916 for more information.","A classic Typica profile — nuanced, balanced and quietly complex — with notes of stone fruit, chocolate and an intriguing whisper of pipe tobacco.","Floral-toned, richly aromatic, chocolaty. Elegantly sweet structure with Meyer lemon-like acidity; full, viscous mouthfeel. Apricot, honey, lavender, baking chocolate, a hint of pipe tobacco in aroma and cup. The inviting finish leads with notes of baking chocolate and apricot, with pipe tobacco resurfacing in the long. A classic Typica profile — nuanced, balanced and quietly complex — with notes of stone fruit, chocolate and an intriguing whisper of pipe tobacco."
Safari Blend,Kahawa 1893,Berkeley,California,United States,"Kisii, southwestern Kenya",1,Kenya,August 2020,$15.95/12 ounces,92,Medium-Light,58/72,58,72,9.0,8.0,8.0,9.0,8.0,0.0,"Crisp, bright, floral-toned. Pluot, star jasmine, cocoa nib, black tea, lemon zest in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The gently drying finish is redolent with pluot and cocoa nib.","This coffee tied for the fourth-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Produced by smallholding members of the Morumba Cooperative, of which Kahawa 1893 founder Margaret Nyamumbo’s family are members. Comprised of coffees from trees of the SL28, SL 34 and Blue Mountain varieties of Arabica. Kahawa 1893 was founded by Nyamumbo, a third-generation Kenyan coffee farmer, with the intention of empowering women farmers, who are not adequately compensated in the supply chain. The company offers customers a QR code for tipping the farmers. Visit www.kahawa1893.com for more information.","A sweet, high-toned Kenya cup driven by notes of stone fruit and cocoa nib, anchored by a black tea-like suggestion.","Crisp, bright, floral-toned. Pluot, star jasmine, cocoa nib, black tea, lemon zest in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The gently drying finish is redolent with pluot and cocoa nib. A sweet, high-toned Kenya cup driven by notes of stone fruit and cocoa nib, anchored by a black tea-like suggestion."
East Fourteenth,Red Bay Coffee,Oakland,California,United States,"Mbeya, Tanzania",1,Tanzania,August 2020,$19.00/12 ounces,92,Medium,46/62,46,62,8.0,8.0,9.0,9.0,8.0,0.0,"Low-toned, deep, richly sweet. Dried fig, dark chocolate, pistachio, gardenia, spice box in aroma and cup. Sweet-toned structure with gentle, round acidity; big, creamy mouthfeel. The finish is all about dark chocolate, with hints of fig and gardenia.","This coffee tied for the fourth-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Red Bay Coffee Roasters was founded in 2014 by Keba Konte, a renowned artist and successful food entrepreneur with deep roots in the San Francisco Bay Area specialty coffee and hospitality industry. Red Bay seeks to create unity by hiring and serving people of all backgrounds, and striving to be diverse and inclusive of those who have traditionally been left out of the specialty coffee industry: people of color, the formerly incarcerated, women and people with disabilities. Visit www.redbaycoffee.com for more information.","A deftly darker-roasted Tanzania cup, profiled to bring out the inherent dark chocolate potential of the green coffee, but without introducing woody or roasty notes.","Low-toned, deep, richly sweet. Dried fig, dark chocolate, pistachio, gardenia, spice box in aroma and cup. Sweet-toned structure with gentle, round acidity; big, creamy mouthfeel. The finish is all about dark chocolate, with hints of fig and gardenia. A deftly darker-roasted Tanzania cup, profiled to bring out the inherent dark chocolate potential of the green coffee, but without introducing woody or roasty notes."
Kenya Kapsakiso,RND,Roanoke,Virginia,United States,"Bungoma region, western Kenya",1,Kenya,August 2020,$19.00/12 ounces,92,Medium,47/61,47,61,8.0,9.0,8.0,9.0,8.0,0.0,"Richly chocolaty, sweetly herbaceous. Chocolate fudge, lemon verbena, blackberry, agave syrup, cedar in aroma and cup. Sweetly tart structure with juicy, citrusy acidity; velvety mouthfeel. The resonant finish consolidates to notes of blackberry, chocolate fudge, and cedar.","This coffee tied for the fourth-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. From the slopes of Mt. Elgon in far western Kenya rather than from the more familiar growing regions of central Kenya. Produced by the approximately 1,000 small-holding members of the Kapsakiso cooperative from trees of the admired SL28 and SL34 varieties of Arabica and processed by the washed method. RND, aka Roasters Next Door, is a Roanoke, Virginia-based specialty coffee roastery and coffee lounge. Visit www.roanokecoffee.com for more information.","A friendly, inviting Kenya cup: chocolaty and berry-driven with especially vibrant acidity.","Richly chocolaty, sweetly herbaceous. Chocolate fudge, lemon verbena, blackberry, agave syrup, cedar in aroma and cup. Sweetly tart structure with juicy, citrusy acidity; velvety mouthfeel. The resonant finish consolidates to notes of blackberry, chocolate fudge, and cedar. A friendly, inviting Kenya cup: chocolaty and berry-driven with especially vibrant acidity."
Jacmel Haiti,Dávila Kafe,Washington,D.C.,United States,"Thiotte, Haiti",1,Haiti,August 2020,$15.00/8 ounces,90,Medium-Light,54/68,54,68,8.0,7.0,8.0,9.0,8.0,0.0,"Crisply sweet, caramel- and nut-toned. Nougat, walnut, Bosc pear, fresh-cut fir, a hint of cardamom in aroma and cup. Sweet in structure with brisk acidity; satiny, delicate mouthfeel. The gently drying finish leads with caramel and pear in the short, resolving to walnut and fir in the long. ","This coffee earned the fifth-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Coffee trees were brought to Haiti in 1715 when the country was colonized by the French. Farmed by enslaved people, most crops were destroyed in the Haitian revolution of 1791. Efforts to revitalize the coffee industry in Haiti continue in the face of a series of natural disasters and ongoing deforestation. Dávila Kafe was founded by David and Gaïna Dávila to highlight coffees from the underrepresented origins of Haiti and Nicaragua. Visit www.davilakafe.com for more information.","A gentle, sweetly nut-toned coffee from the underrepresented origin of Haiti. Quietly lovely.","Crisply sweet, caramel- and nut-toned. Nougat, walnut, Bosc pear, fresh-cut fir, a hint of cardamom in aroma and cup. Sweet in structure with brisk acidity; satiny, delicate mouthfeel. The gently drying finish leads with caramel and pear in the short, resolving to walnut and fir in the long.  A gentle, sweetly nut-toned coffee from the underrepresented origin of Haiti. Quietly lovely."
Indonesian Sumatra Blend,Southeastern Roastery,Baltimore,Maryland,United States,"Sumatra, Indonesia",1,Indonesia,August 2020,$18.00/12 ounces,93,Medium-Light,56/70,56,70,9.0,8.0,9.0,9.0,8.0,0.0,"Deep-toned, sweetly herbaceous and earthy. Dried stone fruit medley, petrichor, cocoa powder, pipe tobacco, a hint of eucalyptus in aroma and cup. Sweetly savory structure with wine-toned acidity; very full, syrupy-smooth mouthfeel. Gentle spice- and cocoa-toned finish.","This coffee tied for the third-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Founded by Candy Schibli in 2016, Southeastern Roastery is committed to promoting the cultural exchange, open dialogue, and collective creativity that coffee communion has historically nurtured. Visit www.southeasternroastery.com for more information.","A nuanced, multi-layered Sumatra blend that plays sweet-savory and spice-toned off richly earthy: a friendly, accessible, classic Sumatra cup.","Deep-toned, sweetly herbaceous and earthy. Dried stone fruit medley, petrichor, cocoa powder, pipe tobacco, a hint of eucalyptus in aroma and cup. Sweetly savory structure with wine-toned acidity; very full, syrupy-smooth mouthfeel. Gentle spice- and cocoa-toned finish. A nuanced, multi-layered Sumatra blend that plays sweet-savory and spice-toned off richly earthy: a friendly, accessible, classic Sumatra cup."
Colombia Huila Geisha Las Mieles,Dr. Bean's Coffee Roasters,Memphis,Tennessee,United States,"Huila, Colombia",1,Colombia,August 2020,$23.00/6 ounces,92,Light,61/86,61,86,9.0,8.0,8.0,9.0,8.0,0.0,"Deep-toned, richly sweet. Cherry, brown sugar, grapefruit zest, dark chocolate, baking spices in aroma and cup. Sweet structure with round, lively acidity; crisply smooth, velvety mouthfeel. Baking spices and dark chocolate characterize the inviting finish.","This coffee tied for the fourth-highest rating in a cupping of coffees roasted by Black-owned coffee companies for Coffee Review’s August 2020 report. Produced by members of the Terra Association entirely of the Geisha variety of Arabica and processed by the honey method, in which some fruit flesh (“honey”) is allowed to adhere to the beans during drying. Dr. Bean’s is a small-batch coffee roaster and café based in Memphis, Tennessee. Visit https://dr-beans-coffee-and-tea.myshopify.com/ for more information.",An accessible honey-processed Colombia Geisha with notes of chocolate and baking spices as pleasing throughline.,"Deep-toned, richly sweet. Cherry, brown sugar, grapefruit zest, dark chocolate, baking spices in aroma and cup. Sweet structure with round, lively acidity; crisply smooth, velvety mouthfeel. Baking spices and dark chocolate characterize the inviting finish. An accessible honey-processed Colombia Geisha with notes of chocolate and baking spices as pleasing throughline."
Miraflores Colombia,JBC Coffee Roasters,Madison,Wisconsin,United States,"Sevilla, San Augustin, Huila, Colombia",1,Colombia,August 2020,$22.00/12 ounces,95,Medium-Light,58/78,58,78,9.0,9.0,9.0,9.0,9.0,0.0,"Crisply sweet, richly high-toned. Pink grapefruit zest, cocoa nib, black cherry, dried hibiscus, cedar in aroma and cup. Sweet-tart structure with bright, citrusy acidity; plush, syrupy mouthfeel. Flavor-saturated finish with especially distinct notes of black cherry and cocoa nib.","Produced by Gilma Munoz from trees of the Caturra, Colombia and Castillo varieties of Arabica and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A rich, juicy, exhilarating Colombia cup: sweetly tart with herb-toned floral and resonant cocoa notes.","Crisply sweet, richly high-toned. Pink grapefruit zest, cocoa nib, black cherry, dried hibiscus, cedar in aroma and cup. Sweet-tart structure with bright, citrusy acidity; plush, syrupy mouthfeel. Flavor-saturated finish with especially distinct notes of black cherry and cocoa nib. A rich, juicy, exhilarating Colombia cup: sweetly tart with herb-toned floral and resonant cocoa notes."
Kenya Gatuya,Drink Coffee Do Stuff,Truckee,California,United States,"Murang'a County, central Kenya",1,Kenya,August 2020,$21.00/12 ounces,94,Medium-Light,55/73,55,73,9.0,9.0,9.0,9.0,8.0,0.0,"Bright, sweetly savory, deep-toned. Black currant, dark chocolate, cedar, hop flowers, jasmine in aroma and cup. Richly bittersweet structure with floral-toned acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of black currant, dark chocolate and hop flowers.","Produced by smallholding farmers and processed at the Gatuya wet mill. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Drink Coffee Do Stuff has a roastery in Truckee, California and a coffee shop in nearby Incline Village, Nevada. Visit www.drinkcoffeedostuff.com for more information.","A big, juicy, classic Kenya cup with distinct black currant notes characteristic of the origin, deep tones of dark chocolate throughout, and two differing floral tones, one savory (hop flowers) and one sweet (jasmine).","Bright, sweetly savory, deep-toned. Black currant, dark chocolate, cedar, hop flowers, jasmine in aroma and cup. Richly bittersweet structure with floral-toned acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of black currant, dark chocolate and hop flowers. A big, juicy, classic Kenya cup with distinct black currant notes characteristic of the origin, deep tones of dark chocolate throughout, and two differing floral tones, one savory (hop flowers) and one sweet (jasmine)."
Flight Seasonal Espresso,Red Rooster Coffee Roaster,Floyd,Virginia,United States,Ethiopia,1,Ethiopia,August 2020,$18.49/12 ounces,94,Medium-Light,58/80,58,80,9.0,0.0,9.0,9.0,8.0,9.0,"Evaluated as espresso. Deep, rich, sweetly tart. Dried mulberry, chocolate fudge, lime zest, bay leaf, brown sugar in aroma and small cup. Viscous, syrupy mouthfeel; berry-toned, chocolaty finish. In cappuccino-scaled milk, suggests an adult dessert, with berry and sweet herb notes laced with fudge. ","A seasonal espresso blend comprised of a washed-process Ethiopia Kayon Mountain and a natural-processed coffee from the same farm. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","A juicy espresso blend that combines two fine Ethiopia coffees, a natural-processed and a wet-processed. Saturated with fruit, floral and chocolate notes, both in the straight shot and in milk.","Evaluated as espresso. Deep, rich, sweetly tart. Dried mulberry, chocolate fudge, lime zest, bay leaf, brown sugar in aroma and small cup. Viscous, syrupy mouthfeel; berry-toned, chocolaty finish. In cappuccino-scaled milk, suggests an adult dessert, with berry and sweet herb notes laced with fudge.  A juicy espresso blend that combines two fine Ethiopia coffees, a natural-processed and a wet-processed. Saturated with fruit, floral and chocolate notes, both in the straight shot and in milk."
Kenya Gicherori,Temple Coffee Roasters,Sacramento,California,United States,"Embu, Kenya",1,Kenya,August 2020,$23.50/12 ounces,94,Medium-Light,58/78,58,78,9.0,9.0,9.0,9.0,8.0,0.0,"Rich-toned, deeply expressed, complex. Black currant, toffee, jasmine, pink grapefruit zest, baking spices in aroma and cup. Complex, bittersweet structure with juicy-bright acidity; lush, syrupy mouthfeel. Resonantly, lingering finish with notes of black currant and jasmine in the short, pink grapefruit zest and baking spices in the long — all held together by a sweet depth redolent of toffee.","Produced by members of the Kibugu Farmer's Cooperative Society and comprised of coffees from trees of the SL 28, Ruiru 11 and Batian varieties of Arabica. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A nuanced, juicy, high-toned Kenya cup expressing admired and classic descriptors associated with the origin, including hallmark black currant and spice-toned, jasmine-like flowers.","Rich-toned, deeply expressed, complex. Black currant, toffee, jasmine, pink grapefruit zest, baking spices in aroma and cup. Complex, bittersweet structure with juicy-bright acidity; lush, syrupy mouthfeel. Resonantly, lingering finish with notes of black currant and jasmine in the short, pink grapefruit zest and baking spices in the long — all held together by a sweet depth redolent of toffee. A nuanced, juicy, high-toned Kenya cup expressing admired and classic descriptors associated with the origin, including hallmark black currant and spice-toned, jasmine-like flowers."
Ethiopia Duromina Agaro Gera,SkyTop Coffee,Manlius,New York,United States,"Agaro Gera, Jimma Zone, Oromia State, Ethiopia",1,Ethiopia,August 2020,$15.00/12 ounces,93,Medium-Light,60/78,60,78,9.0,9.0,8.0,9.0,8.0,0.0,"Fruit-toned, tropical. Lychee, guava, cocoa nib, violet, sandalwood in aroma and cup. Sweet-tart structure with crisp, high-toned acidity; lightly syrupy mouthfeel. The finish centers around lychee and sandalwood notes.","Southern Ethiopia coffees like this one are produced largely from local, indigenous varieties of Arabica. Produced by smallholding members of the Nano Challa Cooperative and processed by the wet, or washed, method (fruit skin and pulp are removed before drying). SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com. ","A particularly fruit-centered washed-process Ethiopia cup, tropical leaning in its aromatics with a mysterious and pretty note of sandalwood running throughout.","Fruit-toned, tropical. Lychee, guava, cocoa nib, violet, sandalwood in aroma and cup. Sweet-tart structure with crisp, high-toned acidity; lightly syrupy mouthfeel. The finish centers around lychee and sandalwood notes. A particularly fruit-centered washed-process Ethiopia cup, tropical leaning in its aromatics with a mysterious and pretty note of sandalwood running throughout."
Ethiopia Kayon Mountain (Natural),Red Rooster Coffee Roaster,Floyd,Virginia,United States,"Odo Shakiso District, Guji Zone, southern Ethiopia",1,Ethiopia,August 2020,$18.99/12 ounces,94,Light,64/92,64,92,9.0,9.0,9.0,9.0,8.0,0.0,"Fruit-toned, richly floral. Wild strawberry, lilac, honey, pink peppercorn, dark chocolate in aroma and cup. Sweetly tart structure with citrusy acidity; full, creamy mouthfeel. The finish is all strawberry, lilac and chocolate.","Produced by the Hassen family at their estate farm in the Guji Zone from distinctive traditional varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","A fruit and flower extravaganza; this clean natural-processed cup offers an abundance of berry, sweet floral, and dark chocolate notes, all in balance and lucidly expressed.","Fruit-toned, richly floral. Wild strawberry, lilac, honey, pink peppercorn, dark chocolate in aroma and cup. Sweetly tart structure with citrusy acidity; full, creamy mouthfeel. The finish is all strawberry, lilac and chocolate. A fruit and flower extravaganza; this clean natural-processed cup offers an abundance of berry, sweet floral, and dark chocolate notes, all in balance and lucidly expressed."
Peru San Ignacio Calazobo Lot 2 FTO,SkyTop Coffee,Manlius,New York,United States,"Cajamarca, Peru",1,Peru,August 2020,$15.00/12 ounces,93,Medium-Light,54/72,54,72,9.0,8.0,9.0,9.0,8.0,0.0,"Chocolaty and stone fruit-driven. Apricot, milk chocolate, narcissus, maple syrup, cedar in aroma and cup. Sweet structure with mild acidity; full, satiny-smooth mouthfeel. Finish consolidates to notes of milk chocolate and cedar with hints of apricot.","This exceptional coffee was selected as the No. 30 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  Produced by smallholding members of the Aprocanorsi Cooperative from trees of the Caturra and Catimor varieties of Arabica and processed by the washed method (fruit skin and pulp are removed before drying). SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit skytopcoffee.com.","A welcoming, balanced, richly sweet Peru with a lilting throughline of milk chocolate; particularly satisfying mouthfeel and gentle acidity.","Chocolaty and stone fruit-driven. Apricot, milk chocolate, narcissus, maple syrup, cedar in aroma and cup. Sweet structure with mild acidity; full, satiny-smooth mouthfeel. Finish consolidates to notes of milk chocolate and cedar with hints of apricot. A welcoming, balanced, richly sweet Peru with a lilting throughline of milk chocolate; particularly satisfying mouthfeel and gentle acidity."
Ethiopia Kayon Mountain (Washed),Red Rooster Coffee Roaster,Floyd,Virginia,United States,"Odo Shakiso District, Guji Zone, southern Ethiopia",1,Ethiopia,August 2020,$18.49/12 ounces,94,Light,62/88,62,88,9.0,9.0,9.0,9.0,8.0,0.0,"Elegant, high-toned, complex. Apricot, narcissus, lime, almond brittle, lemon balm in aroma and cup. Sweet-savory structure with juicy, bright acidity; plush, syrupy mouthfeel. The finish centers around notes of apricot and narcissus with undertones of almond brittle.","Produced by the Hassen family at their estate farm in the Guji Zone from distinctive traditional varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","A delicate, confident, multi-layered Ethiopia cup that delivers stone fruit, deep florals, and juicy-bright acidity. ","Elegant, high-toned, complex. Apricot, narcissus, lime, almond brittle, lemon balm in aroma and cup. Sweet-savory structure with juicy, bright acidity; plush, syrupy mouthfeel. The finish centers around notes of apricot and narcissus with undertones of almond brittle. A delicate, confident, multi-layered Ethiopia cup that delivers stone fruit, deep florals, and juicy-bright acidity. "
